InstAddress		Total_Execution	Total_Cycles	Instruction
90003ee4		1                   	4                   	ADDX  R23, R11, 0x30
90003ee8		1                   	3                   	MOV   R11, R24
90003eea		1                   	4                   	AND   R31, R24, 0x000000ff
90003ef0		1                   	8                   	ST    R10, R24
90003ef2		1                   	3                   	MOV   R22, R8
90003ef4		1                   	3                   	MOVC  10, R9
90003ef6		1                   	13                  	JSR   R31, JMP, 0x000006f0
90003efc		1                   	3                   	MOV   R23, R22
90003efe		1                   	4                   	ADDX  R21, R21, 0xffff
90003f02		1                   	3                   	COMPC 0, R22
90003f04		1                   	5                   	JMP   R31, JG, 0x00003484
90003f0a		1                   	211                 	LDX   R17, R11, 0xfffc
90003f0e		1                   	4                   	AND   R30, R11, 0x2
90003f12		1                   	3                   	COMPC 0, R11
90003f14		1                   	12                  	JMP   R31, JE, 0x00003500
90003f50		1                   	211                 	LDX   R17, R11, 0xfff0
90003f54		1                   	3                   	COMPC 0, R11
90003f56		1                   	12                  	JMP   R31, JGE, 0x00003522
90003f72		1                   	211                 	LDX   R17, R11, 0xfffc
90003f76		1                   	4                   	AND   R30, R11, 0x4
90003f7a		1                   	3                   	COMPC 0, R11
90003f7c		1                   	12                  	JMP   R31, JE, 0x00003542
90003f92		1                   	3                   	COMPC 0, R21
90003f94		1                   	5                   	JMP   R31, JL, 0x0000356a
90003f9a		1                   	4                   	ADDX  R1, R2, 0xffdc
90003f9e		1                   	4                   	ADDX  R1, R11, 0xffdc
90003fa2		1                   	4                   	ADDX  R21, R10, 0x1
90003fa6		1                   	3                   	MOV   R11, R3
90003fa8		1                   	3                   	ADD   R10, R3
90003faa		1                   	3                   	MOVC  12, R11
90003fac		1                   	3                   	MOV   R21, R10
90003fae		1                   	3                   	SUB   R10, R11
90003fb0		1                   	4                   	ADDX  R11, R4, 0xffff
90003fb4		1                   	13                  	JSR   R31, JMP, 0x0000292c
90003fba		1                   	4                   	ADDX  R1, R11, 0xffdc
90003fbe		1                   	3                   	MOVC  12, R10
90003fc0		1                   	3                   	MOV   R21, R9
90003fc2		1                   	3                   	SUB   R9, R10
90003fc4		1                   	4                   	ADDX  R10, R10, 0xffff
90003fc8		1                   	3                   	ADD   R10, R11
90003fca		1                   	3                   	MOVC  0, R24
90003fcc		1                   	8                   	ST    R11, R24
90003fce		1                   	210                 	LD    R17, R2
90003fd0		1                   	211                 	LDX   R17, R3, 0xfffc
90003fd4		1                   	211                 	LDX   R17, R4, 0xfff8
90003fd8		1                   	211                 	LDX   R17, R5, 0xfff4
90003fdc		1                   	4                   	ADDX  R1, R6, 0xffdc
90003fe0		1                   	12                  	JSR   R31, JMP, 0x000031aa
90003fe6		1                   	3                   	MOVC  0, R23
90003fe8		1                   	211                 	LD    --R0, R22
90003fea		1                   	211                 	LD    --R0, R21
90003fec		1                   	211                 	LD    --R0, R20
90003fee		1                   	3                   	MOV   R17, R1
90003ff0		1                   	211                 	LD    --R0, R17
90003ff2		1                   	211                 	LD    --R0, R16
90003ff4		1                   	11                  	JMP   R16, JMP
9000432c		1                   	9                   	ST    R0++, R16
9000432e		1                   	9                   	ST    R0++, R17
90004330		1                   	3                   	MOV   R1, R17
90004332		1                   	3                   	ADDC  8, R1
90004334		1                   	9                   	ST    R0++, R22
90004336		1                   	210                 	LD    R2, R24
90004338		1                   	3                   	MOV   R24, R11
9000433a		1                   	4                   	COMP  R30, R11, 0x2d
9000433e		1                   	12                  	JMP   R31, JNE, 0x00003904
90004354		1                   	3                   	MOVC  0, R11
90004356		1                   	9                   	STX   R1, R11, 0xfffc
9000435a		1                   	210                 	LD    R2, R24
9000435c		1                   	3                   	MOV   R24, R11
9000435e		1                   	3                   	COMPC 0, R11
90004360		1                   	4                   	JMP   R31, JE, 0x00003970
90004366		1                   	4                   	MOV   R30, R10, 0x30
9000436a		1                   	3                   	COMP  R11, R10
9000436c		1                   	5                   	JMP   R31, JG, 0x00003970
90004372		1                   	4                   	COMP  R30, R11, 0x39
90004376		1                   	12                  	JMP   R31, JG, 0x00003970
900043c0		1                   	3                   	MOVC  -1, R22
900043c2		1                   	211                 	LDX   R1, R11, 0xfffc
900043c6		1                   	3                   	COMPC 0, R11
900043c8		1                   	11                  	JMP   R31, JE, 0x00003980
900043d0		1                   	8                   	ST    R3, R22
900043d2		1                   	3                   	MOV   R2, R23
900043d4		1                   	211                 	LD    --R0, R22
900043d6		1                   	3                   	MOV   R17, R1
900043d8		1                   	211                 	LD    --R0, R17
900043da		1                   	211                 	LD    --R0, R16
900043dc		1                   	11                  	JMP   R16, JMP
90004412		1                   	209                 	ST    R0++, R16
90004414		1                   	9                   	ST    R0++, R17
90004416		1                   	3                   	MOV   R1, R17
90004418		1                   	4                   	ADD   R30, R1, 0x50
9000441c		1                   	9                   	ST    R0++, R13
9000441e		1                   	9                   	ST    R0++, R14
90004420		1                   	209                 	ST    R0++, R15
90004422		1                   	9                   	ST    R0++, R18
90004424		1                   	9                   	ST    R0++, R20
90004426		1                   	9                   	ST    R0++, R21
90004428		1                   	9                   	ST    R0++, R22
9000442a		1                   	9                   	STX   R17, R2, 0x0
9000442e		1                   	9                   	STX   R17, R3, 0xfffc
90004432		1                   	9                   	STX   R17, R4, 0xfff8
90004436		1                   	211                 	LDX   R17, R11, 0xfffc
9000443a		1                   	3                   	MOVC  0, R10
9000443c		1                   	3                   	COMP  R10, R11
9000443e		1                   	212                 	JMP   R31, JNE, 0x000039fc
9000444c		1                   	3                   	MOV   R19, R11
9000444e		1                   	5                   	ADD   R31, R11, 0x00008240
90004454		1                   	210                 	LD    R11, R2
90004456		1                   	13                  	JSR   R31, JMP, 0x00004a74
9000445c		1                   	211                 	LDX   R17, R22, 0xfffc
90004460		1                   	3                   	MOVC  0, R20
90004462		1                   	11                  	JMP   R31, JMP, 0x00003eb0
90004468		2                   	420                 	LD    R22, R24
9000446a		2                   	6                   	MOV   R24, R11
9000446c		2                   	8                   	COMP  R30, R11, 0x25
90004470		2                   	8                   	JMP   R31, JE, 0x00003a5e
90004476		2                   	6                   	MOV   R22, R14
90004478		2                   	22                  	JMP   R31, JMP, 0x00003a32
9000447e		30                  	120                 	ADDX  R22, R22, 0x1
90004482		32                  	6720                	LD    R22, R24
90004484		32                  	96                  	MOV   R24, R11
90004486		32                  	96                  	COMPC 0, R11
90004488		32                  	135                 	JMP   R31, JE, 0x00003a48
9000448e		31                  	124                 	COMP  R30, R11, 0x25
90004492		31                  	334                 	JMP   R31, JNE, 0x00003a2e
90004498		2                   	420                 	LD    R17, R2
9000449a		2                   	6                   	MOVC  0, R3
9000449c		2                   	6                   	MOV   R22, R11
9000449e		2                   	6                   	MOV   R14, R10
900044a0		2                   	6                   	SUB   R10, R11
900044a2		2                   	6                   	MOV   R11, R4
900044a4		2                   	6                   	MOV   R11, R5
900044a6		2                   	6                   	MOV   R14, R6
900044a8		2                   	24                  	JSR   R31, JMP, 0x000031aa
900044ae		2                   	420                 	LD    R22, R24
900044b0		2                   	6                   	MOV   R24, R11
900044b2		2                   	8                   	COMP  R30, R11, 0x25
900044b6		2                   	17                  	JMP   R31, JNE, 0x00003ea0
900044bc		1                   	3                   	MOV   R22, R18
900044be		1                   	4                   	ADDX  R22, R22, 0x1
900044c2		1                   	3                   	MOVC  0, R21
900044c4		1                   	12                  	JMP   R31, JMP, 0x00003b02
90004552		1                   	210                 	LD    R22, R24
90004554		1                   	3                   	MOV   R24, R11
90004556		1                   	4                   	COMP  R30, R11, 0x2d
9000455a		1                   	4                   	JMP   R31, JE, 0x00003a7a
90004560		1                   	4                   	COMP  R30, R11, 0x2b
90004564		1                   	5                   	JMP   R31, JE, 0x00003a7a
9000456a		1                   	4                   	COMP  R30, R11, 0x20
9000456e		1                   	5                   	JMP   R31, JE, 0x00003a7a
90004574		1                   	4                   	COMP  R30, R11, 0x23
90004578		1                   	4                   	JMP   R31, JE, 0x00003a7a
9000457e		1                   	4                   	COMP  R30, R11, 0x30
90004582		1                   	4                   	JMP   R31, JE, 0x00003a7a
90004588		1                   	210                 	LD    R22, R24
9000458a		1                   	3                   	MOV   R24, R11
9000458c		1                   	4                   	COMP  R30, R11, 0x2a
90004590		1                   	11                  	JMP   R31, JNE, 0x00003b78
900045c8		1                   	3                   	MOV   R22, R2
900045ca		1                   	4                   	ADDX  R1, R3, 0xffb4
900045ce		1                   	13                  	JSR   R31, JMP, 0x000038dc
900045d4		1                   	3                   	MOV   R23, R22
900045d6		1                   	210                 	LD    R22, R24
900045d8		1                   	3                   	MOV   R24, R11
900045da		1                   	4                   	COMP  R30, R11, 0x2e
900045de		1                   	12                  	JMP   R31, JNE, 0x00003c12
90004662		1                   	3                   	MOVC  -1, R11
90004664		1                   	9                   	STX   R1, R11, 0xffb8
90004668		1                   	210                 	LD    R22, R24
9000466a		1                   	3                   	MOV   R24, R14
9000466c		1                   	4                   	COMP  R30, R14, 0x68
90004670		1                   	4                   	JMP   R31, JE, 0x00003c50
90004676		1                   	4                   	COMP  R30, R14, 0x68
9000467a		1                   	4                   	JMP   R31, JG, 0x00003c40
90004680		1                   	4                   	COMP  R30, R14, 0x4c
90004684		1                   	5                   	JMP   R31, JE, 0x00003c6c
9000468a		1                   	11                  	JMP   R31, JMP, 0x00003c74
900046c4		1                   	210                 	LD    R22, R24
900046c6		1                   	3                   	MOV   R24, R13
900046c8		1                   	4                   	COMP  R30, R13, 0x45
900046cc		1                   	5                   	JMP   R31, JE, 0x00003e50
900046d2		1                   	4                   	COMP  R30, R13, 0x47
900046d6		1                   	5                   	JMP   R31, JE, 0x00003e50
900046dc		1                   	4                   	COMP  R30, R13, 0x47
900046e0		1                   	11                  	JMP   R31, JG, 0x00003cb6
90004706		1                   	4                   	COMP  R30, R13, 0x63
9000470a		1                   	4                   	JMP   R31, JL, 0x00003cde
90004710		1                   	4                   	COMP  R30, R13, 0x70
90004714		1                   	5                   	JMP   R31, JG, 0x00003cee
9000471a		1                   	3                   	MOV   R19, R11
9000471c		1                   	5                   	ADD   R31, R11, 0x000082a4
90004722		1                   	4                   	ADDX  R13, R10, 0xff9d
90004726		1                   	8                   	MULC  4, R10
90004728		1                   	3                   	ADD   R10, R11
9000472a		1                   	210                 	LD    R11, R11
9000472c		1                   	11                  	JMP   R11, JMP
90004762		1                   	210                 	LD    R17, R2
90004764		1                   	3                   	MOV   R21, R3
90004766		1                   	211                 	LDX   R1, R4, 0xffb4
9000476a		1                   	211                 	LDX   R1, R5, 0xffb8
9000476e		1                   	211                 	LDX   R17, R11, 0xfff8
90004772		1                   	3                   	MOVC  -4, R10
90004774		1                   	3                   	ADD   R10, R11
90004776		1                   	9                   	STX   R17, R11, 0xfff8
9000477a		1                   	4                   	ADDX  R11, R11, 0x4
9000477e		1                   	210                 	LD    R11, R6
90004780		1                   	12                  	JSR   R31, JMP, 0x000033e8
90004786		1                   	3                   	ADD   R23, R20
90004788		1                   	11                  	JMP   R31, JMP, 0x00003ea0
900048f0		2                   	420                 	LD    R22, R24
900048f2		2                   	6                   	MOV   R24, R11
900048f4		2                   	6                   	COMPC 0, R11
900048f6		2                   	17                  	JMP   R31, JE, 0x00003eb0
900048fc		1                   	4                   	ADDX  R22, R22, 0x1
90004900		3                   	630                 	LD    R22, R24
90004902		3                   	9                   	MOV   R24, R11
90004904		3                   	9                   	COMPC 0, R11
90004906		3                   	22                  	JMP   R31, JE, 0x00003ec4
9000490c		2                   	6                   	COMPC 0, R20
9000490e		2                   	24                  	JMP   R31, JGE, 0x00003a18
90004914		1                   	3                   	MOV   R19, R11
90004916		1                   	5                   	ADD   R31, R11, 0x00008240
9000491c		1                   	210                 	LD    R11, R2
9000491e		1                   	13                  	JSR   R31, JMP, 0x00004aa2
90004924		1                   	3                   	MOV   R20, R23
90004926		1                   	211                 	LD    --R0, R22
90004928		1                   	211                 	LD    --R0, R21
9000492a		1                   	211                 	LD    --R0, R20
9000492c		1                   	211                 	LD    --R0, R18
9000492e		1                   	211                 	LD    --R0, R15
90004930		1                   	211                 	LD    --R0, R14
90004932		1                   	211                 	LD    --R0, R13
90004934		1                   	3                   	MOV   R17, R1
90004936		1                   	211                 	LD    --R0, R17
90004938		1                   	211                 	LD    --R0, R16
9000493a		1                   	11                  	JMP   R16, JMP
9000499c		1                   	209                 	ST    R0++, R16
9000499e		1                   	9                   	ST    R0++, R17
900049a0		1                   	203                 	MOV   R1, R17
900049a2		1                   	4                   	ADD   R30, R1, 0x1c
900049a6		1                   	9                   	ST    R0++, R20
900049a8		1                   	9                   	ST    R0++, R21
900049aa		1                   	9                   	ST    R0++, R22
900049ac		1                   	9                   	STX   R17, R2, 0x0
900049b0		1                   	9                   	STX   R17, R3, 0xfffc
900049b4		1                   	9                   	STX   R17, R4, 0xfff8
900049b8		1                   	9                   	STX   R17, R5, 0xfff4
900049bc		1                   	9                   	STX   R17, R6, 0xfff0
900049c0		1                   	209                 	STX   R17, R7, 0xffec
900049c4		1                   	4                   	ADDX  R17, R22, 0xfffc
900049c8		1                   	3                   	MOV   R19, R11
900049ca		1                   	4                   	ADD   R31, R11, 0x00008520
900049d0		1                   	210                 	LD    R11, R2
900049d2		1                   	210                 	LD    R17, R3
900049d4		1                   	3                   	MOV   R22, R4
900049d6		1                   	13                  	JSR   R31, JMP, 0x000039c2
900049dc		1                   	3                   	MOV   R23, R21
900049de		1                   	3                   	MOVC  0, R22
900049e0		1                   	3                   	COMPC 0, R21
900049e2		1                   	4                   	JMP   R31, JL, 0x00003fa0
900049e8		1                   	3                   	MOV   R21, R20
900049ea		1                   	11                  	JMP   R31, JMP, 0x00003fa2
900049f2		1                   	3                   	MOV   R20, R23
900049f4		1                   	211                 	LD    --R0, R22
900049f6		1                   	211                 	LD    --R0, R21
900049f8		1                   	211                 	LD    --R0, R20
900049fa		1                   	3                   	MOV   R17, R1
900049fc		1                   	211                 	LD    --R0, R17
900049fe		1                   	211                 	LD    --R0, R16
90004a00		1                   	11                  	JMP   R16, JMP
90004d1c		1                   	9                   	ST    R0++, R16
90004d1e		1                   	9                   	ST    R0++, R17
90004d20		1                   	3                   	MOV   R1, R17
90004d22		1                   	4                   	ADD   R30, R1, 0x20
90004d26		1                   	9                   	ST    R0++, R21
90004d28		1                   	9                   	ST    R0++, R22
90004d2a		1                   	12                  	JSR   R31, JMP, 0x00004aa6
90004d30		1                   	3                   	MOV   R19, R11
90004d32		1                   	4                   	ADD   R31, R11, 0x0000823c
90004d38		1                   	210                 	LD    R11, R11
90004d3a		1                   	3                   	COMPC 0, R11
90004d3c		1                   	12                  	JMP   R31, JNE, 0x0000444a
90004e9a		1                   	212                 	JSR   R31, JMP, 0x00004ad8
90004ea0		1                   	211                 	JMP   R31, JMP, 0x0000445e
90004ea6		332                 	996                 	MOVC  1, R2
90004ea8		332                 	3984                	JSR   R31, JMP, 0x000006e6
90004eae		333                 	999                 	MOV   R19, R11
90004eb0		333                 	1332                	ADD   R31, R11, 0x0000823c
90004eb6		333                 	69930               	LD    R11, R11
90004eb8		333                 	999                 	COMPC 1, R11
90004eba		333                 	3656                	JMP   R31, JE, 0x00004456
90004ec0		1                   	3                   	MOV   R19, R11
90004ec2		1                   	4                   	ADD   R31, R11, 0x0000823c
90004ec8		1                   	210                 	LD    R11, R11
90004eca		1                   	3                   	COMPC 0, R11
90004ecc		1                   	5                   	JMP   R31, JE, 0x0000448a
90004ed2		1                   	3                   	MOVC  0, R21
90004ed4		1                   	12                  	JMP   R31, JMP, 0x0000448c
90004edc		1                   	3                   	MOV   R21, R23
90004ede		1                   	211                 	LD    --R0, R22
90004ee0		1                   	262                 	LD    --R0, R21
90004ee2		1                   	3                   	MOV   R17, R1
90004ee4		1                   	211                 	LD    --R0, R17
90004ee6		1                   	211                 	LD    --R0, R16
90004ee8		1                   	11                  	JMP   R16, JMP
90004f32		2                   	18                  	ST    R0++, R8
90004f34		2                   	18                  	ST    R0++, R9
90004f36		2                   	18                  	ST    R0++, R10
90004f38		2                   	18                  	ST    R0++, R23
90004f3a		2                   	6                   	MOV   R19, R9
90004f3c		2                   	10                  	ADD   R31, R9, 0x0000852c
90004f42		2                   	6                   	MSG   S1, R10
90004f44		2                   	4                   	CPSW, 9
90004f46		2                   	420                 	LD    R9, R8
90004f48		2                   	6                   	COMPC 0, R8
90004f4a		2                   	8                   	JMP   R31, JE, 0x00004510
90004f50		2                   	6                   	MOV   R19, R9
90004f52		2                   	8                   	ADD   R31, R9, 0x00008528
90004f58		2                   	420                 	LD    R9, R23
90004f5a		2                   	22                  	JMP   R31, JMP, 0x00004544
90004f94		2                   	8                   	AND   R30, R10, 0x200
90004f98		2                   	22                  	JMP   R31, JE, 0x00004550
90004fa0		2                   	18                  	ST    R1++, R23
90004fa2		2                   	422                 	LD    --R0, R23
90004fa4		2                   	422                 	LD    --R0, R10
90004fa6		2                   	422                 	LD    --R0, R9
90004fa8		2                   	422                 	LD    --R0, R8
90004faa		2                   	22                  	JMP   R16, JMP
90004fe2		2                   	218                 	ST    R0++, R16
90004fe4		2                   	26                  	JSR   R31, JMP, 0x000045a0
90004fea		2                   	422                 	LD    --R0, R16
90004fec		2                   	422                 	LD    --R1, R23
90004fee		2                   	22                  	JMP   R16, JMP
90004ff0		2                   	18                  	ST    R0++, R8
90004ff2		2                   	18                  	ST    R0++, R9
90004ff4		2                   	18                  	ST    R0++, R10
90004ff6		2                   	18                  	ST    R0++, R11
90004ff8		2                   	18                  	ST    R0++, R12
90004ffa		2                   	18                  	ST    R0++, R16
90004ffc		2                   	226                 	JSR   R31, JMP, 0x000044e2
90005002		2                   	422                 	LD    --R0, R16
90005004		2                   	422                 	LD    --R1, R8
90005006		2                   	18                  	ST    R0++, R16
90005008		2                   	24                  	JSR   R31, JMP, 0x0000463c
9000500e		2                   	422                 	LD    --R0, R16
90005010		2                   	422                 	LD    --R1, R9
90005012		2                   	6                   	COMPC 0, R9
90005014		2                   	24                  	JMP   R31, JE, 0x000045d8
90005028		2                   	206                 	MSG   S2, R12
9000502a		2                   	8                   	MOV   R31, R10, 0x80800000
90005030		2                   	6                   	MOVC  0, R9
90005032		2                   	6                   	COMP  R9, R8
90005034		2                   	10                  	JMP   R31, JLE, 0x0000461e
9000503a		2                   	18                  	ST    R0++, R16
9000503c		2                   	18                  	ST    R1++, R10
9000503e		2                   	226                 	JSR   R31, JMP, 0x00004b8a
90005044		2                   	422                 	LD    --R0, R16
90005046		2                   	422                 	LD    --R1, R11
90005048		2                   	6                   	COMP  R12, R11
9000504a		2                   	8                   	JMP   R31, JNE, 0x0000460e
90005050		2                   	18                  	ST    R1++, R9
90005052		2                   	422                 	LD    --R0, R12
90005054		2                   	422                 	LD    --R0, R11
90005056		2                   	422                 	LD    --R0, R10
90005058		2                   	422                 	LD    --R0, R9
9000505a		2                   	422                 	LD    --R0, R8
9000505c		2                   	22                  	JMP   R16, JMP
9000508c		2                   	218                 	ST    R0++, R8
9000508e		2                   	18                  	ST    R0++, R10
90005090		2                   	6                   	MSG   S2, R8
90005092		2                   	8                   	MOV   R31, R10, 0x80040000
90005098		2                   	18                  	ST    R0++, R16
9000509a		2                   	18                  	ST    R1++, R10
9000509c		2                   	226                 	JSR   R31, JMP, 0x00004b8a
900050a2		2                   	422                 	LD    --R0, R16
900050a4		2                   	422                 	LD    --R1, R10
900050a6		2                   	6                   	COMP  R8, R10
900050a8		2                   	22                  	JMP   R31, JNE, 0x00004668
900050b8		2                   	6                   	MOVC  0, R10
900050ba		2                   	18                  	ST    R1++, R10
900050bc		2                   	422                 	LD    --R0, R10
900050be		2                   	422                 	LD    --R0, R8
900050c0		2                   	222                 	JMP   R16, JMP
90005492		2                   	218                 	ST    R0++, R10
90005494		2                   	422                 	LD    --R1, R10
90005496		2                   	18                  	ST    R0++, R5
90005498		2                   	18                  	ST    R0++, R6
9000549a		2                   	6                   	MSG   S1, R6
9000549c		2                   	4                   	CPSW, 9
9000549e		440                 	26600               	LD    R10, R5
900054a0		440                 	1720                	COMPC 1, R5
900054a2		440                 	1774                	JMP   R31, JNE, 0x00004a60
900054a8		438                 	28470               	DLY
900054aa		438                 	4818                	JMP   R31, JMP, 0x00004a4e
900054b0		2                   	8                   	AND   R30, R6, 0x200
900054b4		2                   	24                  	JMP   R31, JE, 0x00004a6c
900054bc		2                   	422                 	LD    --R0, R6
900054be		2                   	422                 	LD    --R0, R5
900054c0		2                   	622                 	LD    --R0, R10
900054c2		2                   	22                  	JMP   R16, JMP
900054c4		454                 	1362                	MSG   S1, R9
900054c6		454                 	908                 	CPSW, 9
900054c8		2006                	120360              	LD    R2, R8
900054ca		2006                	6018                	COMPC 1, R8
900054cc		2006                	13208               	JMP   R31, JNE, 0x00004a8a
900054d2		1552                	100880              	DLY
900054d4		1552                	18624               	JMP   R31, JMP, 0x00004a78
900054da		454                 	1816                	AND   R30, R9, 0x200
900054de		454                 	5448                	JMP   R31, JE, 0x00004a96
900054e6		454                 	4994                	JMP   R16, JMP
900054e8		3                   	27                  	ST    R0++, R10
900054ea		3                   	633                 	LD    --R1, R10
900054ec		3                   	24                  	ST    R10, R10
900054ee		3                   	633                 	LD    --R0, R10
900054f0		3                   	33                  	JMP   R16, JMP
900054f2		454                 	3632                	ST    R2, R2
900054f4		454                 	4994                	JMP   R16, JMP
900054f6		2                   	210                 	MOV   R31, R8, 0x80080000
900054fc		2                   	18                  	ST    R0++, R16
900054fe		2                   	18                  	ST    R1++, R8
90005500		2                   	224                 	JSR   R31, JMP, 0x00004b52
90005506		2                   	422                 	LD    --R0, R16
90005508		2                   	422                 	LD    --R1, R9
9000550a		2                   	8                   	MOV   R31, R8, 0xfffc0000
90005510		2                   	6                   	AND   R8, R9
90005512		2                   	8                   	ADD   R31, R9, 0x00020000
90005518		2                   	6                   	ADDC  0, R9
9000551a		2                   	18                  	ST    R0++, R16
9000551c		2                   	18                  	ST    R1++, R9
9000551e		2                   	226                 	JSR   R31, JMP, 0x00004a42
90005524		2                   	422                 	LD    --R0, R16
90005526		2                   	22                  	JMP   R16, JMP
90005528		2                   	8                   	MOV   R31, R8, 0x80080000
9000552e		2                   	18                  	ST    R0++, R16
90005530		2                   	18                  	ST    R1++, R8
90005532		2                   	24                  	JSR   R31, JMP, 0x00004b52
90005538		2                   	422                 	LD    --R0, R16
9000553a		2                   	422                 	LD    --R1, R9
9000553c		2                   	10                  	MOV   R31, R8, 0xfffc0000
90005542		2                   	6                   	AND   R8, R9
90005544		2                   	10                  	ADD   R31, R9, 0x00020000
9000554a		2                   	6                   	ADDC  0, R9
9000554c		2                   	18                  	ST    R0++, R16
9000554e		2                   	18                  	ST    R1++, R9
90005550		2                   	24                  	JSR   R31, JMP, 0x00004a98
90005556		2                   	422                 	LD    --R0, R16
90005558		2                   	22                  	JMP   R16, JMP
900055a2		10                  	290                 	ST    R0++, R2
900055a4		10                  	2110                	LD    --R1, R2
900055a6		10                  	90                  	ST    R0++, R8
900055a8		10                  	90                  	ST    R0++, R10
900055aa		10                  	30                  	MSG   S1, R8
900055ac		10                  	20                  	SPSW, 21
900055ae		10                  	110                 	LD    R2++, R10
900055b0		10                  	30                  	ADDC  -4, R2
900055b2		10                  	40                  	AND   R31, R8, 0x00200000
900055b8		10                  	40                  	JMP   R31, JNE, 0x00004b70
900055be		10                  	20                  	CPSW, 21
900055c0		10                  	290                 	ST    R1++, R10
900055c2		10                  	2110                	LD    --R0, R10
900055c4		10                  	2110                	LD    --R0, R8
900055c6		10                  	2110                	LD    --R0, R2
900055c8		10                  	110                 	JMP   R16, JMP
900055da		5                   	45                  	ST    R0++, R2
900055dc		5                   	1055                	LD    --R1, R2
900055de		5                   	45                  	ST    R0++, R9
900055e0		5                   	245                 	ST    R0++, R16
900055e2		5                   	45                  	ST    R1++, R2
900055e4		5                   	65                  	JSR   R31, JMP, 0x00004b52
900055ea		5                   	1055                	LD    --R0, R16
900055ec		5                   	1055                	LD    --R1, R9
900055ee		5                   	25                  	AND   R31, R9, 0xfffc0000
900055f4		5                   	45                  	ST    R1++, R9
900055f6		5                   	1055                	LD    --R0, R9
900055f8		5                   	1055                	LD    --R0, R2
900055fa		5                   	55                  	JMP   R16, JMP
9000560c		1                   	9                   	ST    R0++, R2
9000560e		1                   	211                 	LD    --R1, R2
90005610		1                   	9                   	ST    R0++, R3
90005612		1                   	9                   	ST    R0++, R4
90005614		1                   	9                   	ST    R0++, R5
90005616		1                   	5                   	MOV   R31, R5, 0x80100000
9000561c		1                   	9                   	ST    R0++, R16
9000561e		1                   	9                   	ST    R1++, R5
90005620		1                   	12                  	JSR   R31, JMP, 0x00004b8a
90005626		1                   	211                 	LD    --R0, R16
90005628		1                   	211                 	LD    --R1, R3
9000562a		1                   	4                   	ADD   R30, R3, 0x34
9000562e		1                   	210                 	LD    R3, R4
90005630		1                   	3                   	ADDC  -2, R4
90005632		1                   	3                   	COMP  R2, R4
90005634		1                   	12                  	JMP   R31, JG, 0x00004bf6
90005646		1                   	5                   	MOV   R31, R5, 0x80800000
9000564c		1                   	3                   	MOV   R2, R3
9000564e		1                   	5                   	SRA   2, R3
90005650		1                   	9                   	MUL   R31, R3, 0x00040000
90005656		1                   	3                   	ADD   R3, R5
90005658		1                   	9                   	ST    R0++, R16
9000565a		1                   	9                   	ST    R1++, R5
9000565c		1                   	13                  	JSR   R31, JMP, 0x00004b52
90005662		1                   	211                 	LD    --R0, R16
90005664		1                   	211                 	LD    --R1, R3
90005666		1                   	5                   	AND   R31, R3, 0xfffc0000
9000566c		1                   	9                   	ST    R1++, R3
9000566e		1                   	211                 	LD    --R0, R5
90005670		1                   	211                 	LD    --R0, R4
90005672		1                   	211                 	LD    --R0, R3
90005674		1                   	211                 	LD    --R0, R2
90005676		1                   	11                  	JMP   R16, JMP
90005ffc		1                   	9                   	ST    R0++, R2
90005ffe		1                   	9                   	ST    R0++, R3
90006000		1                   	9                   	ST    R0++, R4
90006002		1                   	3                   	MOV   R19, R2
90006004		1                   	5                   	ADD   R31, R2, 0x00008548
9000600a		1                   	210                 	LD    R2, R3
9000600c		1                   	3                   	MOVC  0, R4
9000600e		1                   	3                   	COMP  R4, R3
90006010		1                   	11                  	JMP   R31, JNE, 0x000055d4
90006024		1                   	3                   	MOVC  0, R4
90006026		2                   	6                   	COMPC 0, R4
90006028		2                   	15                  	JMP   R31, JNE, 0x000055e6
9000602e		1                   	60                  	LD    R3, R4
90006030		1                   	11                  	JMP   R31, JMP, 0x000055d6
90006036		1                   	211                 	LD    --R0, R4
90006038		1                   	211                 	LD    --R0, R3
9000603a		1                   	211                 	LD    --R0, R2
9000603c		1                   	11                  	JMP   R16, JMP
9000603e		1                   	9                   	ST    R0++, R2
90006040		1                   	9                   	ST    R0++, R3
90006042		1                   	3                   	MOV   R19, R2
90006044		1                   	5                   	ADD   R31, R2, 0x00008548
9000604a		1                   	210                 	LD    R2, R3
9000604c		1                   	9                   	ST    R0++, R16
9000604e		1                   	9                   	ST    R1++, R3
90006050		1                   	12                  	JSR   R31, JMP, 0x00004a98
90006056		1                   	211                 	LD    --R0, R16
90006058		1                   	211                 	LD    --R0, R3
9000605a		1                   	211                 	LD    --R0, R2
9000605c		1                   	11                  	JMP   R16, JMP
90006168		1                   	209                 	ST    R0++, R2
9000616a		1                   	9                   	ST    R0++, R3
9000616c		1                   	211                 	LD    --R1, R3
9000616e		1                   	211                 	LD    --R1, R2
90006170		1                   	9                   	ST    R0++, R6
90006172		1                   	9                   	MUL   R30, R3, 0x10
90006176		1                   	4                   	ADDX  R2, R6, 0x61c
9000617a		1                   	3                   	ADD   R3, R6
9000617c		1                   	3                   	MOVC  0, R7
9000617e		1                   	209                 	STX   R6, R7, 0x0
90006182		1                   	9                   	STX   R6, R7, 0x4
90006186		1                   	9                   	STX   R6, R7, 0x8
9000618a		1                   	9                   	STX   R6, R7, 0xc
