InstAddress		Total_Execution	Total_Cycles	Instruction
900019c6		3                   	9                   	MOVC  0, R22
900019c8		3                   	33                  	JMP   R31, JMP, 0x00000f9a
900019ce		26                  	78                  	MOV   R2, R11
900019d0		26                  	78                  	ADD   R22, R11
900019d2		26                  	5460                	LD    R11, R24
900019d4		26                  	78                  	MOV   R24, R11
900019d6		26                  	78                  	COMPC 0, R11
900019d8		26                  	265                 	JMP   R31, JNE, 0x00000f96
900019de		3                   	9                   	MOVC  0, R23
900019e0		3                   	33                  	JMP   R31, JMP, 0x00000fa6
900019e6		23                  	92                  	ADDX  R22, R22, 0x1
900019ea		26                  	304                 	COMP  R30, R22, 0x104
900019ee		26                  	312                 	JMP   R31, JL, 0x00000f7e
900019f6		3                   	633                 	LD    --R0, R22
900019f8		3                   	33                  	JMP   R16, JMP
90001b1c		3                   	227                 	ST    R0++, R16
90001b1e		3                   	27                  	ST    R0++, R17
90001b20		3                   	209                 	MOV   R1, R17
90001b22		3                   	12                  	ADD   R30, R1, 0x20
90001b26		3                   	27                  	STX   R17, R2, 0x0
90001b2a		3                   	27                  	STX   R17, R3, 0xfffc
90001b2e		3                   	630                 	LD    R17, R2
90001b30		3                   	36                  	JSR   R31, JMP, 0x00000f68
90001b36		3                   	27                  	STX   R1, R23, 0xffe4
90001b3a		3                   	633                 	LDX   R1, R11, 0xffe4
90001b3e		3                   	9                   	COMPC 0, R11
90001b40		3                   	233                 	JMP   R31, JE, 0x000010fe
90001b4e		3                   	9                   	MOVC  0, R2
90001b50		3                   	630                 	LD    R17, R3
90001b52		3                   	633                 	LDX   R17, R4, 0xfffc
90001b56		3                   	12                  	ADDX  R1, R5, 0xffe4
90001b5a		3                   	36                  	JSR   R31, JMP, 0x000009d8
90001b60		3                   	209                 	MOV   R23, R11
90001b62		3                   	9                   	MOV   R11, R23
90001b64		3                   	9                   	MOV   R17, R1
90001b66		3                   	633                 	LD    --R0, R17
90001b68		3                   	633                 	LD    --R0, R16
90001b6a		3                   	33                  	JMP   R16, JMP
90001b6c		1                   	9                   	ST    R0++, R16
90001b6e		1                   	9                   	ST    R0++, R17
90001b70		1                   	3                   	MOV   R1, R17
90001b72		1                   	4                   	ADD   R30, R1, 0x3c
90001b76		1                   	9                   	ST    R0++, R21
90001b78		1                   	9                   	ST    R0++, R22
90001b7a		1                   	9                   	STX   R17, R2, 0x0
90001b7e		1                   	209                 	STX   R17, R3, 0xfffc
90001b82		1                   	9                   	STX   R17, R4, 0xfff8
90001b86		1                   	211                 	LDX   R17, R11, 0xfff8
90001b8a		1                   	3                   	MOV   R11, R24
90001b8c		1                   	5                   	AND   R31, R24, 0x000000ff
90001b92		1                   	9                   	STX   R17, R24, 0xfff8
90001b96		1                   	3                   	MOVC  0, R22
90001b98		1                   	11                  	JMP   R31, JMP, 0x0000115e
90001b9e		32                  	128                 	ADDX  R1, R11, 0xffc8
90001ba2		32                  	96                  	ADD   R22, R11
90001ba4		32                  	6752                	LDX   R17, R24, 0xfff8
90001ba8		32                  	256                 	ST    R11, R24
90001baa		32                  	128                 	ADDX  R22, R22, 0x1
90001bae		33                  	299                 	MOV   R22, R11
90001bb0		33                  	132                 	COMP  R30, R11, 0x20
90001bb4		33                  	389                 	JMP   R31, JNC, 0x0000114e
90001bba		1                   	3                   	MOVC  0, R24
90001bbc		1                   	9                   	STX   R1, R24, 0xffe7
90001bc0		1                   	203                 	MOVC  0, R22
90001bc2		1                   	3                   	MOVC  0, R21
90001bc4		1                   	12                  	JMP   R31, JMP, 0x000011b4
90001c04		1                   	203                 	COMPC 0, R21
90001c06		1                   	5                   	JMP   R31, JL, 0x000011c8
90001c0c		1                   	211                 	LDX   R17, R11, 0xfffc
90001c10		1                   	3                   	COMPC 0, R11
90001c12		1                   	4                   	JMP   R31, JG, 0x0000117a
90001c18		1                   	3                   	COMPC 0, R21
90001c1a		1                   	11                  	JMP   R31, JGE, 0x000011d8
90001c28		1                   	3                   	MOV   R22, R23
90001c2a		1                   	211                 	LD    --R0, R22
90001c2c		1                   	211                 	LD    --R0, R21
90001c2e		1                   	3                   	MOV   R17, R1
90001c30		1                   	211                 	LD    --R0, R17
90001c32		1                   	211                 	LD    --R0, R16
90001c34		1                   	11                  	JMP   R16, JMP
90001c36		4                   	236                 	ST    R0++, R16
90001c38		4                   	36                  	ST    R0++, R17
90001c3a		4                   	12                  	MOV   R1, R17
90001c3c		4                   	16                  	ADD   R30, R1, 0x120
90001c40		4                   	236                 	ST    R0++, R14
90001c42		4                   	36                  	ST    R0++, R15
90001c44		4                   	36                  	ST    R0++, R18
90001c46		4                   	36                  	ST    R0++, R20
90001c48		4                   	36                  	ST    R0++, R21
90001c4a		4                   	36                  	ST    R0++, R22
90001c4c		4                   	36                  	STX   R17, R2, 0x0
90001c50		4                   	36                  	STX   R17, R3, 0xfffc
90001c54		4                   	36                  	STX   R17, R4, 0xfff8
90001c58		4                   	36                  	STX   R17, R5, 0xfff4
90001c5c		4                   	36                  	STX   R17, R6, 0xfff0
90001c60		4                   	1044                	LDX   R17, R11, 0xfff0
90001c64		4                   	12                  	MOVC  0, R10
90001c66		4                   	12                  	COMP  R10, R11
90001c68		4                   	44                  	JMP   R31, JNE, 0x00001238
90001c88		4                   	1044                	LDX   R17, R20, 0xfff0
90001c8c		4                   	12                  	MOVC  0, R22
90001c8e		4                   	48                  	JMP   R31, JMP, 0x00001248
90001c94		82                  	328                 	ADDX  R22, R22, 0x1
90001c98		86                  	258                 	MOV   R20, R11
90001c9a		86                  	344                 	ADDX  R11, R20, 0x1
90001c9e		86                  	18060               	LD    R11, R24
90001ca0		86                  	458                 	MOV   R24, R11
90001ca2		86                  	258                 	COMPC 0, R11
90001ca4		86                  	1004                	JMP   R31, JNE, 0x00001244
90001caa		4                   	844                 	LDX   R17, R11, 0xfff4
90001cae		4                   	12                  	COMPC -1, R11
90001cb0		4                   	37                  	JMP   R31, JNE, 0x0000126c
90001cb6		1                   	3                   	MOV   R22, R11
90001cb8		1                   	9                   	STX   R17, R11, 0xfff4
90001cbc		4                   	844                 	LDX   R17, R11, 0xfff4
90001cc0		4                   	212                 	COMP  R22, R11
90001cc2		4                   	37                  	JMP   R31, JCY, 0x0000127e
90001cc8		1                   	211                 	LDX   R17, R11, 0xfff4
90001ccc		1                   	3                   	MOV   R11, R22
90001cce		4                   	12                  	MOVC  0, R21
90001cd0		4                   	844                 	LDX   R17, R11, 0xfff8
90001cd4		4                   	12                  	COMP  R11, R22
90001cd6		4                   	41                  	JMP   R31, JCY, 0x000012d8
90001cdc		1                   	211                 	LDX   R17, R11, 0xfffc
90001ce0		1                   	204                 	AND   R30, R11, 0x1
90001ce4		1                   	3                   	COMPC 0, R11
90001ce6		1                   	5                   	JMP   R31, JNE, 0x000012d8
90001cec		1                   	210                 	LD    R17, R2
90001cee		1                   	211                 	LDX   R17, R11, 0xfff8
90001cf2		1                   	3                   	SUB   R22, R11
90001cf4		1                   	3                   	MOV   R11, R3
90001cf6		1                   	211                 	LDX   R17, R11, 0xfffc
90001cfa		1                   	4                   	AND   R30, R11, 0x10
90001cfe		1                   	3                   	COMPC 0, R11
90001d00		1                   	204                 	JMP   R31, JNE, 0x000012c0
90001d06		1                   	4                   	MOV   R30, R18, 0x20
90001d0a		1                   	11                  	JMP   R31, JMP, 0x000012c4
90001d14		1                   	3                   	MOV   R18, R11
90001d16		1                   	3                   	MOV   R11, R24
90001d18		1                   	4                   	AND   R31, R24, 0x000000ff
90001d1e		1                   	3                   	MOV   R24, R4
90001d20		1                   	12                  	JSR   R31, JMP, 0x0000111c
90001d26		1                   	3                   	ADD   R23, R21
90001d28		4                   	212                 	COMPC 0, R21
90001d2a		4                   	16                  	JMP   R31, JL, 0x000013b4
90001d30		4                   	36                  	STX   R1, R21, 0xffe4
90001d34		4                   	12                  	MOVC  0, R15
90001d36		4                   	844                 	LDX   R17, R11, 0xfff4
90001d3a		4                   	16                  	COMP  R30, R11, 0x100
90001d3e		4                   	248                 	JMP   R31, JNC, 0x000012fe
90001d4e		4                   	844                 	LDX   R17, R11, 0xfff4
90001d52		4                   	12                  	MOV   R11, R14
90001d54		4                   	12                  	MOV   R14, R18
90001d56		4                   	16                  	ADDX  R1, R2, 0xfee4
90001d5a		4                   	844                 	LDX   R17, R11, 0xfff0
90001d5e		4                   	12                  	MOV   R11, R3
90001d60		4                   	212                 	ADD   R15, R3
90001d62		4                   	12                  	MOV   R18, R4
90001d64		4                   	52                  	JSR   R31, JMP, 0x00000968
90001d6a		4                   	16                  	ADDX  R1, R11, 0xfee4
90001d6e		4                   	12                  	ADD   R18, R11
90001d70		4                   	12                  	MOVC  0, R24
90001d72		4                   	32                  	ST    R11, R24
90001d74		4                   	12                  	ADD   R18, R15
90001d76		4                   	844                 	LDX   R17, R11, 0xfff4
90001d7a		4                   	12                  	SUB   R18, R11
90001d7c		4                   	36                  	STX   R17, R11, 0xfff4
90001d80		4                   	212                 	MOVC  2, R2
90001d82		4                   	840                 	LD    R17, R3
90001d84		4                   	16                  	ADDX  R1, R4, 0xfee4
90001d88		4                   	48                  	JSR   R31, JMP, 0x000009d8
90001d8e		4                   	12                  	MOV   R23, R21
90001d90		4                   	844                 	LDX   R17, R11, 0xfff4
90001d94		4                   	12                  	COMPC 0, R11
90001d96		4                   	48                  	JMP   R31, JLE, 0x00001354
90001da4		4                   	212                 	COMPC 0, R21
90001da6		4                   	20                  	JMP   R31, JL, 0x000013aa
90001dac		4                   	844                 	LDX   R1, R11, 0xffe4
90001db0		4                   	12                  	ADD   R21, R11
90001db2		4                   	36                  	STX   R1, R11, 0xffe4
90001db6		4                   	844                 	LDX   R17, R11, 0xfff8
90001dba		4                   	12                  	COMP  R11, R22
90001dbc		4                   	241                 	JMP   R31, JCY, 0x000013aa
90001dc2		1                   	211                 	LDX   R17, R11, 0xfffc
90001dc6		1                   	4                   	AND   R30, R11, 0x1
90001dca		1                   	3                   	COMPC 0, R11
90001dcc		1                   	12                  	JMP   R31, JE, 0x000013aa
90001dfa		4                   	1044                	LDX   R1, R23, 0xffe4
90001dfe		4                   	248                 	JMP   R31, JMP, 0x000013b6
90001e06		4                   	844                 	LD    --R0, R22
90001e08		4                   	844                 	LD    --R0, R21
90001e0a		4                   	844                 	LD    --R0, R20
90001e0c		4                   	844                 	LD    --R0, R18
90001e0e		4                   	844                 	LD    --R0, R15
90001e10		4                   	844                 	LD    --R0, R14
90001e12		4                   	12                  	MOV   R17, R1
90001e14		4                   	844                 	LD    --R0, R17
90001e16		4                   	844                 	LD    --R0, R16
90001e18		4                   	44                  	JMP   R16, JMP
90001e74		1                   	209                 	ST    R0++, R16
90001e76		1                   	9                   	ST    R0++, R17
90001e78		1                   	3                   	MOV   R1, R17
90001e7a		1                   	4                   	ADD   R30, R1, 0x28
90001e7e		1                   	9                   	ST    R0++, R20
90001e80		1                   	209                 	ST    R0++, R21
90001e82		1                   	9                   	ST    R0++, R22
90001e84		1                   	9                   	STX   R17, R2, 0x0
90001e88		1                   	9                   	STX   R17, R3, 0xfffc
90001e8c		1                   	9                   	STX   R17, R4, 0xfff8
90001e90		1                   	9                   	STX   R17, R5, 0xfff4
90001e94		1                   	9                   	STX   R17, R6, 0xfff0
90001e98		1                   	3                   	MOVC  0, R24
90001e9a		1                   	9                   	STX   R1, R24, 0xffe7
90001e9e		1                   	3                   	MOVC  11, R21
90001ea0		1                   	411                 	LDX   R17, R11, 0xfff0
90001ea4		1                   	3                   	COMPC 0, R11
90001ea6		1                   	12                  	JMP   R31, JGE, 0x000014ac
90001efc		1                   	411                 	LDX   R17, R22, 0xfff0
90001f00		1                   	411                 	LDX   R17, R11, 0xfff0
90001f04		1                   	5                   	COMP  R31, R11, 0x80000000
90001f0a		1                   	4                   	JMP   R31, JE, 0x000015ba
90001f10		3                   	9                   	MOV   R22, R8
90001f12		3                   	9                   	MOVC  10, R9
90001f14		3                   	39                  	JSR   R31, JMP, 0x00000718
90001f1a		3                   	12                  	ADDX  R1, R10, 0xffdc
90001f1e		3                   	9                   	ADD   R21, R10
90001f20		3                   	212                 	ADDX  R23, R11, 0x30
90001f24		3                   	9                   	MOV   R11, R24
90001f26		3                   	15                  	AND   R31, R24, 0x000000ff
90001f2c		3                   	24                  	ST    R10, R24
90001f2e		3                   	9                   	MOV   R22, R8
90001f30		3                   	9                   	MOVC  10, R9
90001f32		3                   	36                  	JSR   R31, JMP, 0x000006f0
90001f38		3                   	9                   	MOV   R23, R22
90001f3a		3                   	12                  	ADDX  R21, R21, 0xffff
90001f3e		3                   	9                   	COMPC 0, R22
90001f40		3                   	226                 	JMP   R31, JG, 0x000014c0
90001f46		1                   	211                 	LDX   R17, R11, 0xfffc
90001f4a		1                   	4                   	AND   R30, R11, 0x2
90001f4e		1                   	3                   	COMPC 0, R11
90001f50		1                   	11                  	JMP   R31, JE, 0x0000153c
90001f8c		1                   	411                 	LDX   R17, R11, 0xfff0
90001f90		1                   	3                   	COMPC 0, R11
90001f92		1                   	11                  	JMP   R31, JGE, 0x0000155e
90001fae		1                   	411                 	LDX   R17, R11, 0xfffc
90001fb2		1                   	4                   	AND   R30, R11, 0x4
90001fb6		1                   	3                   	COMPC 0, R11
90001fb8		1                   	11                  	JMP   R31, JE, 0x0000157e
90001fce		1                   	203                 	COMPC 0, R21
90001fd0		1                   	4                   	JMP   R31, JL, 0x000015a6
90001fd6		1                   	4                   	ADDX  R1, R2, 0xffdc
90001fda		1                   	4                   	ADDX  R1, R11, 0xffdc
90001fde		1                   	204                 	ADDX  R21, R10, 0x1
90001fe2		1                   	3                   	MOV   R11, R3
90001fe4		1                   	3                   	ADD   R10, R3
90001fe6		1                   	3                   	MOVC  12, R11
90001fe8		1                   	3                   	MOV   R21, R10
90001fea		1                   	3                   	SUB   R10, R11
90001fec		1                   	4                   	ADDX  R11, R4, 0xffff
90001ff0		1                   	12                  	JSR   R31, JMP, 0x00000968
90001ff6		1                   	4                   	ADDX  R1, R11, 0xffdc
90001ffa		1                   	3                   	MOVC  12, R10
90001ffc		1                   	3                   	MOV   R21, R9
90001ffe		1                   	3                   	SUB   R9, R10
90002000		1                   	204                 	ADDX  R10, R10, 0xffff
90002004		1                   	3                   	ADD   R10, R11
90002006		1                   	3                   	MOVC  0, R24
90002008		1                   	8                   	ST    R11, R24
9000200a		1                   	210                 	LD    R17, R2
9000200c		1                   	211                 	LDX   R17, R3, 0xfffc
90002010		1                   	211                 	LDX   R17, R4, 0xfff8
90002014		1                   	211                 	LDX   R17, R5, 0xfff4
90002018		1                   	4                   	ADDX  R1, R6, 0xffdc
9000201c		1                   	213                 	JSR   R31, JMP, 0x000011e6
90002022		1                   	3                   	MOVC  0, R23
90002024		1                   	211                 	LD    --R0, R22
90002026		1                   	211                 	LD    --R0, R21
90002028		1                   	211                 	LD    --R0, R20
9000202a		1                   	3                   	MOV   R17, R1
9000202c		1                   	211                 	LD    --R0, R17
9000202e		1                   	211                 	LD    --R0, R16
90002030		1                   	11                  	JMP   R16, JMP
90002368		1                   	209                 	ST    R0++, R16
9000236a		1                   	9                   	ST    R0++, R17
9000236c		1                   	3                   	MOV   R1, R17
9000236e		1                   	3                   	ADDC  8, R1
90002370		1                   	9                   	ST    R0++, R22
90002372		1                   	210                 	LD    R2, R24
90002374		1                   	3                   	MOV   R24, R11
90002376		1                   	4                   	COMP  R30, R11, 0x2d
9000237a		1                   	11                  	JMP   R31, JNE, 0x00001940
90002390		1                   	203                 	MOVC  0, R11
90002392		1                   	9                   	STX   R1, R11, 0xfffc
90002396		1                   	210                 	LD    R2, R24
90002398		1                   	3                   	MOV   R24, R11
9000239a		1                   	3                   	COMPC 0, R11
9000239c		1                   	5                   	JMP   R31, JE, 0x000019ac
900023a2		1                   	204                 	MOV   R30, R10, 0x30
900023a6		1                   	3                   	COMP  R11, R10
900023a8		1                   	4                   	JMP   R31, JG, 0x000019ac
900023ae		1                   	4                   	COMP  R30, R11, 0x39
900023b2		1                   	11                  	JMP   R31, JG, 0x000019ac
900023fc		1                   	203                 	MOVC  -1, R22
900023fe		1                   	411                 	LDX   R1, R11, 0xfffc
90002402		1                   	3                   	COMPC 0, R11
90002404		1                   	12                  	JMP   R31, JE, 0x000019bc
9000240c		1                   	8                   	ST    R3, R22
9000240e		1                   	3                   	MOV   R2, R23
90002410		1                   	211                 	LD    --R0, R22
90002412		1                   	3                   	MOV   R17, R1
90002414		1                   	211                 	LD    --R0, R17
90002416		1                   	211                 	LD    --R0, R16
90002418		1                   	11                  	JMP   R16, JMP
9000244e		3                   	227                 	ST    R0++, R16
90002450		3                   	27                  	ST    R0++, R17
90002452		3                   	9                   	MOV   R1, R17
90002454		3                   	12                  	ADD   R30, R1, 0x50
90002458		3                   	27                  	ST    R0++, R13
9000245a		3                   	27                  	ST    R0++, R14
9000245c		3                   	27                  	ST    R0++, R15
9000245e		3                   	27                  	ST    R0++, R18
90002460		3                   	227                 	ST    R0++, R20
90002462		3                   	27                  	ST    R0++, R21
90002464		3                   	27                  	ST    R0++, R22
90002466		3                   	27                  	STX   R17, R2, 0x0
9000246a		3                   	27                  	STX   R17, R3, 0xfffc
9000246e		3                   	27                  	STX   R17, R4, 0xfff8
90002472		3                   	633                 	LDX   R17, R11, 0xfffc
90002476		3                   	9                   	MOVC  0, R10
90002478		3                   	9                   	COMP  R10, R11
9000247a		3                   	33                  	JMP   R31, JNE, 0x00001a38
90002488		3                   	209                 	MOV   R19, R11
9000248a		3                   	12                  	ADD   R31, R11, 0x00008210
90002490		3                   	630                 	LD    R11, R2
90002492		3                   	36                  	JSR   R31, JMP, 0x00002ab0
90002498		3                   	633                 	LDX   R17, R22, 0xfffc
9000249c		3                   	9                   	MOVC  0, R20
9000249e		3                   	236                 	JMP   R31, JMP, 0x00001eec
900024a4		3                   	630                 	LD    R22, R24
900024a6		3                   	9                   	MOV   R24, R11
900024a8		3                   	12                  	COMP  R30, R11, 0x25
900024ac		3                   	15                  	JMP   R31, JE, 0x00001a9a
900024b2		3                   	9                   	MOV   R22, R14
900024b4		3                   	36                  	JMP   R31, JMP, 0x00001a6e
900024ba		77                  	308                 	ADDX  R22, R22, 0x1
900024be		80                  	16800               	LD    R22, R24
900024c0		80                  	440                 	MOV   R24, R11
900024c2		80                  	240                 	COMPC 0, R11
900024c4		80                  	414                 	JMP   R31, JE, 0x00001a84
900024ca		78                  	312                 	COMP  R30, R11, 0x25
900024ce		78                  	929                 	JMP   R31, JNE, 0x00001a6a
900024d4		3                   	630                 	LD    R17, R2
900024d6		3                   	9                   	MOVC  0, R3
900024d8		3                   	9                   	MOV   R22, R11
900024da		3                   	9                   	MOV   R14, R10
900024dc		3                   	9                   	SUB   R10, R11
900024de		3                   	9                   	MOV   R11, R4
900024e0		3                   	209                 	MOV   R11, R5
900024e2		3                   	9                   	MOV   R14, R6
900024e4		3                   	39                  	JSR   R31, JMP, 0x000011e6
900024ea		3                   	630                 	LD    R22, R24
900024ec		3                   	9                   	MOV   R24, R11
900024ee		3                   	12                  	COMP  R30, R11, 0x25
900024f2		3                   	26                  	JMP   R31, JNE, 0x00001edc
900024f8		1                   	3                   	MOV   R22, R18
900024fa		1                   	4                   	ADDX  R22, R22, 0x1
900024fe		1                   	3                   	MOVC  0, R21
90002500		1                   	211                 	JMP   R31, JMP, 0x00001b3e
9000258e		1                   	410                 	LD    R22, R24
90002590		1                   	3                   	MOV   R24, R11
90002592		1                   	4                   	COMP  R30, R11, 0x2d
90002596		1                   	5                   	JMP   R31, JE, 0x00001ab6
9000259c		1                   	4                   	COMP  R30, R11, 0x2b
900025a0		1                   	204                 	JMP   R31, JE, 0x00001ab6
900025a6		1                   	4                   	COMP  R30, R11, 0x20
900025aa		1                   	4                   	JMP   R31, JE, 0x00001ab6
900025b0		1                   	4                   	COMP  R30, R11, 0x23
900025b4		1                   	5                   	JMP   R31, JE, 0x00001ab6
900025ba		1                   	4                   	COMP  R30, R11, 0x30
900025be		1                   	5                   	JMP   R31, JE, 0x00001ab6
900025c4		1                   	410                 	LD    R22, R24
900025c6		1                   	3                   	MOV   R24, R11
900025c8		1                   	4                   	COMP  R30, R11, 0x2a
900025cc		1                   	12                  	JMP   R31, JNE, 0x00001bb4
90002604		1                   	203                 	MOV   R22, R2
90002606		1                   	4                   	ADDX  R1, R3, 0xffb4
9000260a		1                   	12                  	JSR   R31, JMP, 0x00001918
90002610		1                   	3                   	MOV   R23, R22
90002612		1                   	210                 	LD    R22, R24
90002614		1                   	3                   	MOV   R24, R11
90002616		1                   	4                   	COMP  R30, R11, 0x2e
9000261a		1                   	11                  	JMP   R31, JNE, 0x00001c4e
9000269e		1                   	203                 	MOVC  -1, R11
900026a0		1                   	209                 	STX   R1, R11, 0xffb8
900026a4		1                   	210                 	LD    R22, R24
900026a6		1                   	3                   	MOV   R24, R14
900026a8		1                   	4                   	COMP  R30, R14, 0x68
900026ac		1                   	5                   	JMP   R31, JE, 0x00001c8c
900026b2		1                   	4                   	COMP  R30, R14, 0x68
900026b6		1                   	5                   	JMP   R31, JG, 0x00001c7c
900026bc		1                   	4                   	COMP  R30, R14, 0x4c
900026c0		1                   	204                 	JMP   R31, JE, 0x00001ca8
900026c6		1                   	12                  	JMP   R31, JMP, 0x00001cb0
90002700		1                   	410                 	LD    R22, R24
90002702		1                   	3                   	MOV   R24, R13
90002704		1                   	4                   	COMP  R30, R13, 0x45
90002708		1                   	4                   	JMP   R31, JE, 0x00001e8c
9000270e		1                   	4                   	COMP  R30, R13, 0x47
90002712		1                   	4                   	JMP   R31, JE, 0x00001e8c
90002718		1                   	4                   	COMP  R30, R13, 0x47
9000271c		1                   	212                 	JMP   R31, JG, 0x00001cf2
90002742		1                   	204                 	COMP  R30, R13, 0x63
90002746		1                   	5                   	JMP   R31, JL, 0x00001d1a
9000274c		1                   	4                   	COMP  R30, R13, 0x70
90002750		1                   	4                   	JMP   R31, JG, 0x00001d2a
90002756		1                   	3                   	MOV   R19, R11
90002758		1                   	4                   	ADD   R31, R11, 0x00008274
9000275e		1                   	204                 	ADDX  R13, R10, 0xff9d
90002762		1                   	8                   	MULC  4, R10
90002764		1                   	3                   	ADD   R10, R11
90002766		1                   	210                 	LD    R11, R11
90002768		1                   	11                  	JMP   R11, JMP
9000279e		1                   	410                 	LD    R17, R2
900027a0		1                   	203                 	MOV   R21, R3
900027a2		1                   	211                 	LDX   R1, R4, 0xffb4
900027a6		1                   	211                 	LDX   R1, R5, 0xffb8
900027aa		1                   	211                 	LDX   R17, R11, 0xfff8
900027ae		1                   	3                   	MOVC  -4, R10
900027b0		1                   	3                   	ADD   R10, R11
900027b2		1                   	9                   	STX   R17, R11, 0xfff8
900027b6		1                   	4                   	ADDX  R11, R11, 0x4
900027ba		1                   	210                 	LD    R11, R6
900027bc		1                   	213                 	JSR   R31, JMP, 0x00001424
900027c2		1                   	3                   	ADD   R23, R20
900027c4		1                   	12                  	JMP   R31, JMP, 0x00001edc
9000292c		3                   	630                 	LD    R22, R24
9000292e		3                   	9                   	MOV   R24, R11
90002930		3                   	9                   	COMPC 0, R11
90002932		3                   	26                  	JMP   R31, JE, 0x00001eec
90002938		1                   	4                   	ADDX  R22, R22, 0x1
9000293c		6                   	1460                	LD    R22, R24
9000293e		6                   	18                  	MOV   R24, R11
90002940		6                   	218                 	COMPC 0, R11
90002942		6                   	45                  	JMP   R31, JE, 0x00001f00
90002948		3                   	9                   	COMPC 0, R20
9000294a		3                   	33                  	JMP   R31, JGE, 0x00001a54
90002950		3                   	9                   	MOV   R19, R11
90002952		3                   	12                  	ADD   R31, R11, 0x00008210
90002958		3                   	630                 	LD    R11, R2
9000295a		3                   	36                  	JSR   R31, JMP, 0x00002ade
90002960		3                   	209                 	MOV   R20, R23
90002962		3                   	633                 	LD    --R0, R22
90002964		3                   	633                 	LD    --R0, R21
90002966		3                   	633                 	LD    --R0, R20
90002968		3                   	633                 	LD    --R0, R18
9000296a		3                   	633                 	LD    --R0, R15
9000296c		3                   	633                 	LD    --R0, R14
9000296e		3                   	633                 	LD    --R0, R13
90002970		3                   	9                   	MOV   R17, R1
90002972		3                   	633                 	LD    --R0, R17
90002974		3                   	633                 	LD    --R0, R16
90002976		3                   	33                  	JMP   R16, JMP
900029d8		3                   	227                 	ST    R0++, R16
900029da		3                   	27                  	ST    R0++, R17
900029dc		3                   	9                   	MOV   R1, R17
900029de		3                   	212                 	ADD   R30, R1, 0x1c
900029e2		3                   	27                  	ST    R0++, R20
900029e4		3                   	27                  	ST    R0++, R21
900029e6		3                   	27                  	ST    R0++, R22
900029e8		3                   	27                  	STX   R17, R2, 0x0
900029ec		3                   	27                  	STX   R17, R3, 0xfffc
900029f0		3                   	27                  	STX   R17, R4, 0xfff8
900029f4		3                   	27                  	STX   R17, R5, 0xfff4
900029f8		3                   	27                  	STX   R17, R6, 0xfff0
900029fc		3                   	27                  	STX   R17, R7, 0xffec
90002a00		3                   	212                 	ADDX  R17, R22, 0xfffc
90002a04		3                   	9                   	MOV   R19, R11
90002a06		3                   	15                  	ADD   R31, R11, 0x000084f0
90002a0c		3                   	630                 	LD    R11, R2
90002a0e		3                   	630                 	LD    R17, R3
90002a10		3                   	9                   	MOV   R22, R4
90002a12		3                   	36                  	JSR   R31, JMP, 0x000019fe
90002a18		3                   	9                   	MOV   R23, R21
90002a1a		3                   	9                   	MOVC  0, R22
90002a1c		3                   	9                   	COMPC 0, R21
90002a1e		3                   	15                  	JMP   R31, JL, 0x00001fdc
90002a24		3                   	209                 	MOV   R21, R20
90002a26		3                   	36                  	JMP   R31, JMP, 0x00001fde
90002a2e		3                   	9                   	MOV   R20, R23
90002a30		3                   	633                 	LD    --R0, R22
90002a32		3                   	633                 	LD    --R0, R21
90002a34		3                   	633                 	LD    --R0, R20
90002a36		3                   	9                   	MOV   R17, R1
90002a38		3                   	633                 	LD    --R0, R17
90002a3a		3                   	633                 	LD    --R0, R16
90002a3c		3                   	33                  	JMP   R16, JMP
90002d58		1                   	209                 	ST    R0++, R16
90002d5a		1                   	9                   	ST    R0++, R17
90002d5c		1                   	3                   	MOV   R1, R17
90002d5e		1                   	204                 	ADD   R30, R1, 0x20
90002d62		1                   	9                   	ST    R0++, R21
90002d64		1                   	9                   	ST    R0++, R22
90002d66		1                   	13                  	JSR   R31, JMP, 0x00002ae2
90002d6c		1                   	3                   	MOV   R19, R11
90002d6e		1                   	5                   	ADD   R31, R11, 0x0000820c
90002d74		1                   	210                 	LD    R11, R11
90002d76		1                   	3                   	COMPC 0, R11
90002d78		1                   	4                   	JMP   R31, JNE, 0x00002486
90002d7e		1                   	3                   	MOVC  -1, R11
90002d80		1                   	209                 	STX   R1, R11, 0xffe4
90002d84		1                   	3                   	MOV   R19, R11
90002d86		1                   	5                   	ADD   R31, R11, 0x0000820c
90002d8c		1                   	3                   	MOVC  1, R10
90002d8e		1                   	8                   	ST    R11, R10
90002d90		1                   	12                  	JSR   R31, JMP, 0x00002b14
90002d96		1                   	3                   	MOV   R19, R2
90002d98		1                   	4                   	ADD   R31, R2, 0x00008218
90002d9e		1                   	213                 	JSR   R31, JMP, 0x00002988
90002da4		1                   	9                   	STX   R1, R23, 0xffe4
90002da8		1                   	211                 	LDX   R1, R11, 0xffe4
90002dac		1                   	3                   	COMPC 0, R11
90002dae		1                   	5                   	JMP   R31, JL, 0x00002474
90002db4		1                   	3                   	MOVC  0, R22
90002db6		16                  	64                  	ADDX  R22, R11, 0x1
90002dba		16                  	48                  	MOV   R11, R8
90002dbc		16                  	64                  	MOV   R30, R9, 0x10
90002dc0		16                  	392                 	JSR   R31, JMP, 0x00000718
90002dc6		16                  	48                  	MOV   R19, R10
90002dc8		16                  	64                  	ADD   R31, R10, 0x000082ac
90002dce		16                  	48                  	MOV   R22, R9
